Date,Close
2017-07-13,2357.89990234375
2017-07-14,2233.340087890625
2017-07-15,1998.8599853515625
2017-07-16,1929.8199462890625
2017-07-17,2228.409912109375
2017-07-18,2318.8798828125
2017-07-19,2273.429931640625
2017-07-20,2817.60009765625
2017-07-21,2667.760009765625
2017-07-22,2810.1201171875
2017-07-23,2730.39990234375
2017-07-24,2754.860107421875
2017-07-25,2576.47998046875
2017-07-26,2529.449951171875
2017-07-27,2671.780029296875
2017-07-28,2809.010009765625
2017-07-29,2726.449951171875
2017-07-30,2757.179931640625
2017-07-31,2875.340087890625
